camis,dba,boro,building,street,zip,phone,cuisine_description,critical_flag,score,grade,is_closed,violation_count,inspection_year,inspection_month,inspection_day,total_inspections,violation_ratio
50057298,handcraft coffee,manhattan,151,e 77th st,10075.0,9173464330,cafãcoffeetea,4,3.8,2.4,0,6,2018,07,25,10,0.6
50057727,yiwanmenchong qing noodle,manhattan,150,mott st,10013.0,2129968998,chinese,4,8.166666666666666,2.5,0,12,2018,07,25,12,1.0
50059563,fulton ale house,brooklyn,1446,fulton st,11216.0,7189081342,bottled beverages including water sodas juices etc,4,9.8,3.0,0,10,2018,07,25,10,1.0
50060700,bklyn cake studio,brooklyn,427,7th ave,11215.0,7185763986,bakery,2,2.3333333333333335,2.0,0,4,2018,07,25,6,0.6666666666666666
50065660,sophies cuban cuisine,manhattan,947,8th ave,10019.0,2129565719,latin cuban dominican puerto rican south  central american,4,11.2,3.0,0,10,2018,07,25,10,1.0
50070677,hiroto japanese restaurant,brooklyn,75,5th ave,11217.0,3478803397,japanese,4,9.142857142857142,1.875,0,16,2018,07,25,16,1.0
50070744,wasabi sushi bento 6th ave,manhattan,1016,6th ave,10018.0,9172614132,japanese,6,17.0,1.3333333333333333,0,18,2018,07,25,18,1.0
50075759,taco bell cantina,brooklyn,491,nostrand ave,11216.0,7184844279,american,2,11.0,3.0,0,4,2018,07,25,4,1.0
50075764,el mexicano restaurante  cafe,brooklyn,142,w 9th st,11231.0,2404689256,mexican,2,6.666666666666667,1.0,0,6,2018,07,25,6,1.0
50076739,bushwick pita  taco palace,brooklyn,243,bushwick ave,11206.0,7184561304,middle eastern,6,12.5,1.2,0,10,2018,07,25,10,1.0
50077057,tipsy shanghai restaurant,manhattan,228,thompson st,10012.0,2127630877,chinese,4,12.0,3.0,0,4,2018,07,25,4,1.0
50077758,thai noodle house,manhattan,792,9th ave,10019.0,6465520126,thai,2,7.0,3.0,0,2,2018,07,25,2,1.0
50077973,larte del gelato inc,manhattan,348,bowery,10012.0,2123660570,ice cream gelato yogurt ices,0,2.0,3.0,0,2,2018,07,25,2,1.0
50078200,blue stripes,manhattan,28,e 13th st,10003.0,9172658737,cafãcoffeetea,2,12.0,3.0,0,6,2018,07,25,6,1.0
50079849,3 ds delight restaurant  bakery,brooklyn,771,washington ave,11238.0,3479548596,caribbean,2,12.0,3.0,0,4,2018,07,25,4,1.0
50080322,ariston bistro,manhattan,205,w 57th st,10019.0,2129774030,greek,4,12.0,3.0,0,4,2018,07,25,4,1.0
50080631,common good harlem,manhattan,2801,frederick douglass blvd,10039.0,9172616996,cafãcoffeetea,6,49.0,0.0,0,10,2018,07,25,10,1.0
40367946,the larks nest,bronx,4280,katonah ave,10470.0,3472028233,irish,4,10.666666666666666,3.0,0,6,2018,07,24,6,1.0
40374711,rosie ogrady restaurant,manhattan,800,7 avenue,10019.0,2125822975,irish,2,9.090909090909092,2.0,0,12,2018,07,24,12,1.0
40381595,pietros,manhattan,232,east 43rd street,10017.0,2126829760,italian,18,22.517241379310345,1.0625,0,31,2018,07,24,32,0.96875
40400492,avellino restaurant,queens,9703,64 avenue,11374.0,7184590632,pizza,3,10.142857142857142,3.0,0,7,2018,07,24,7,1.0
40523865,popeyes louisiana kitchen,manhattan,2730,fredrick douglas boulevard,10039.0,2126949293,chicken,3,10.714285714285714,3.0,0,7,2018,07,24,7,1.0
40524888,sisters cuisine,manhattan,1931,madison avenue,10035.0,2124103000,caribbean,9,18.41176470588235,1.1666666666666667,0,18,2018,07,24,18,1.0
40546650,gian piero bakery,queens,4417,30 avenue,11103.0,7182748959,bakery,9,16.38888888888889,1.3333333333333333,0,18,2018,07,24,18,1.0
40616482,the carnegie cigar club and lounge,manhattan,156,west   56 street,10019.0,2129809476,american,4,13.0,3.0,0,7,2018,07,24,7,1.0
40703795,starbucks,manhattan,2,columbus avenue,10019.0,2124896757,cafãcoffeetea,1,8.5,3.0,0,6,2018,07,24,6,1.0
40790307,starbucks,manhattan,685,3 avenue,10017.0,6468651250,cafãcoffeetea,2,7.5,3.0,0,12,2018,07,24,12,1.0
40816997,kabul kabab house,queens,4251,main street,11355.0,7184611919,middle eastern,18,12.363636363636363,1.8461538461538463,0,26,2018,07,24,26,1.0
41023695,mcdonalds,queens,11905,liberty avenue,11419.0,7188438777,hamburgers,4,8.4,3.0,0,10,2018,07,24,10,1.0
41046225,winners bar,queens,8267,broadway,11373.0,7185050403,bottled beverages including water sodas juices etc,4,4.333333333333333,3.0,0,6,2018,07,24,6,1.0
41063283,santa fe,manhattan,73,west   71 street,10023.0,2127240822,mexican,20,13.857142857142858,2.142857142857143,0,28,2018,07,24,28,1.0
41149653,obriens,manhattan,134,west   46 street,10036.0,2123911516,irish,18,19.0,1.9411764705882353,0,34,2018,07,24,34,1.0
41236401,dunkin donuts,brooklyn,6620,avenue u,11234.0,7182414064,donuts,2,6.166666666666667,2.5714285714285716,0,14,2018,07,24,14,1.0
41322032,maxin bakery,queens,3701,main street,11354.0,7188868558,bakery,10,18.77777777777778,1.3333333333333333,0,18,2018,07,24,18,1.0
41327489,exchange hotel,manhattan,129,front street,10005.0,2127420003,american,10,12.6,1.9090909090909092,0,20,2018,07,24,22,0.9090909090909091
41356242,viacom executive dining room,manhattan,1515,broadway,10036.0,2122586290,american,4,5.4,3.0,0,10,2018,07,24,10,1.0
41387292,jib lanes,queens,6719,parsons boulevard,11365.0,7185910600,american,6,9.285714285714286,3.0,0,14,2018,07,24,14,1.0
41389636,frankies tavern,bronx,5670,mosholu avenue,10471.0,7185499992,american,8,9.0,2.25,0,16,2018,07,24,16,1.0
41408564,crisp,manhattan,110,west   40 street,10018.0,6468974775,mediterranean,10,11.166666666666666,2.0,0,24,2018,07,24,24,1.0
41429187,hourglass tavern,manhattan,373,west   46 street,10036.0,2122652060,american,24,14.3,0.88,0,44,2018,07,24,50,0.88
41440130,tonys pizza on nostrand,brooklyn,850,nostrand avenue,11225.0,7183638300,pizza,6,9.666666666666666,3.0,0,12,2018,07,24,12,1.0
41462146,5 de mayo,queens,10809,53 avenue,11368.0,7182715290,mexican,12,9.636363636363637,2.1818181818181817,0,22,2018,07,24,22,1.0
41464260,ariels cafe,queens,9717,queens boulevard,11374.0,7182751700,american,2,8.714285714285714,3.0,1,7,2018,07,24,7,1.0
41474224,tiberias,manhattan,45,east   34 street,10016.0,2124814222,jewishkosher,10,12.076923076923077,2.3076923076923075,0,26,2018,07,24,26,1.0
41485123,outback steakhouse,queens,2348,bell boulevard,11360.0,7188190908,steak,24,20.1875,1.1666666666666667,0,34,2018,07,24,36,0.9444444444444444
41539957,terrace coffee shop,brooklyn,598,19 street,11218.0,7188541911,cafãcoffeetea,6,8.5,2.5714285714285716,0,14,2018,07,24,14,1.0
41549019,riverdale bagels,bronx,5650,riverdale avenue,10471.0,7186014502,american,8,11.666666666666666,3.0,0,12,2018,07,24,12,1.0
41598063,forest hills bagels,queens,11210,queens boulevard,11375.0,7182635858,american,14,11.857142857142858,2.142857142857143,0,28,2018,07,24,28,1.0
41601534,cup,brooklyn,221,montrose avenue,11206.0,3479873434,cafãcoffeetea,12,10.5,2.1,0,20,2018,07,24,20,1.0
41616179,daros pizza,queens,4425,kissena boulevard,11355.0,7184455573,pizza,22,12.0,1.4210526315789473,0,38,2018,07,24,38,1.0
41664779,dalessandros corner grill,queens,3935,bell boulevard,11361.0,7182247455,american,10,11.846153846153847,2.3076923076923075,0,26,2018,07,24,26,1.0
41665851,fratelli restaurant,bronx,2507,eastchester road,10469.0,7185472489,italian,18,12.76923076923077,2.3076923076923075,0,26,2018,07,24,26,1.0
41680367,joyful dragon chinese restaurant,bronx,2829,edson avenue,10469.0,7183203988,chinese,4,4.666666666666667,2.5,0,10,2018,07,24,12,0.8333333333333334
41697654,hot jalapeno restaurant,manhattan,219,east  116 street,10029.0,6463516895,mexican,6,10.285714285714286,2.625,0,16,2018,07,24,16,1.0
41704636,sunny john pizza,brooklyn,5408,avenue n,11234.0,7182416115,italian,16,13.5,1.25,0,24,2018,07,24,24,1.0
41711831,carrot top pastries,manhattan,3931,broadway,10032.0,2129274800,bakery,14,17.857142857142858,1.7142857142857142,0,28,2018,07,24,28,1.0
41716627,upright,manhattan,547,hudson street,10014.0,9174787667,american,16,13.333333333333334,2.0,0,24,2018,07,24,24,1.0
50000095,new jing hui restaurant,manhattan,255,w 148th st,10039.0,2122838118,chinese,4,9.571428571428571,2.3333333333333335,0,18,2018,07,24,18,1.0
50001677,afgan kebab and grill,queens,7416,37th ave,11372.0,7185078800,middle eastern,20,12.466666666666667,1.6875,0,32,2018,07,24,32,1.0
50002707,liberty catering,staten island,1,edgewater street,10305.0,6468058352,american,4,8.142857142857142,3.0,0,14,2018,07,24,14,1.0
50003518,silk cakes,queens,9814,metropolitan ave,11375.0,9178925851,bakery,6,8.0,3.0,0,12,2018,07,24,12,1.0
50004726,fire grilled burgers,staten island,1077,bay st,10305.0,7188161740,american,26,20.7,1.35,0,40,2018,07,24,40,1.0
50006265,lung hwa,queens,3607,164th st,11358.0,7183592624,chinese,10,8.0,2.25,0,22,2018,07,24,24,0.9166666666666666
50006695,paris baguette,manhattan,2039,broadway,10023.0,2124960404,french,6,10.0,2.25,0,16,2018,07,24,16,1.0
50008585,pho 32,queens,4534,bell blvd,11361.0,7187674960,vietnamesecambodianmalaysia,16,11.777777777777779,2.5,0,36,2018,07,24,36,1.0
50009725,queens library employee cafeteria  cafe central,queens,8911,merrick blvd,11432.0,7184804304,american,10,11.8,1.8,0,10,2018,07,24,10,1.0
50010628,greenpoint fish  lobster co,brooklyn,114,nassau ave,11222.0,7183490400,seafood,14,11.090909090909092,1.8461538461538463,0,22,2018,07,24,26,0.8461538461538461
50012200,murrays falafel and grill,manhattan,261,1st ave,10003.0,2125331956,jewishkosher,8,9.0,3.0,0,12,2018,07,24,12,1.0
50013222,moes doughs,brooklyn,126,nassau ave,11222.0,7183492045,bakery,8,8.545454545454545,2.4545454545454546,0,22,2018,07,24,22,1.0
50015136,babys grill and restaurant,queens,6828,roosevelt ave,11377.0,7184408121,filipino,26,15.962962962962964,1.5666666666666667,0,58,2018,07,24,60,0.9666666666666667
50017347,spincity billiard  cafe,queens,4312,50th st,11377.0,7185071660,not listednot applicable,24,15.833333333333334,1.3333333333333333,0,54,2018,07,24,54,1.0
50017993,carvel ice cream,staten island,280,marsh ave,10314.0,7187611367,ice cream gelato yogurt ices,2,7.833333333333333,2.25,0,16,2018,07,24,16,1.0
50034797,numero 28 pizzaria  cucina,brooklyn,68,bergen st,11201.0,6465151615,pizzaitalian,14,13.142857142857142,2.142857142857143,0,28,2018,07,24,28,1.0
50034815,teriyaki burrito house,brooklyn,96,dekalb ave,11201.0,9174000800,asian,8,8.0,2.3333333333333335,0,18,2018,07,24,18,1.0
50035849,cold stone creamery,queens,2598,steinway st,11103.0,5163010943,american,8,9.142857142857142,2.25,0,16,2018,07,24,16,1.0
50036591,hawa,brooklyn,44,willoughby st,11201.0,6462047818,juice smoothies fruit salads,2,6.5,3.0,0,8,2018,07,24,8,1.0
50036698,maca restaurant,queens,6212,woodhaven blvd,11374.0,7186512441,peruvian,34,18.85185185185185,1.5,0,56,2018,07,24,56,1.0
50036708,starbucks,brooklyn,394,myrtle ave,11205.0,3475870422,cafãcoffeetea,2,3.6666666666666665,1.8,0,10,2018,07,24,10,1.0
50036949,pita palace,brooklyn,413,graham ave,11211.0,7186211499,middle eastern,8,8.090909090909092,2.727272727272727,0,22,2018,07,24,22,1.0
50037250,new asian cuisine,queens,4420,48th ave,11377.0,7187844989,chinese,14,11.714285714285714,2.0,0,30,2018,07,24,30,1.0
50037295,blackstar bakery cafe,brooklyn,595,metropolitan ave,11211.0,7187820060,bakery,18,13.363636363636363,1.75,0,24,2018,07,24,24,1.0
50038382,jillys coffee shop,brooklyn,2185,schenectady ave,11234.0,7183777707,armenian,10,8.8,2.1818181818181817,0,22,2018,07,24,22,1.0
50040554,gourmet garden 8,brooklyn,108,dekalb ave,11201.0,7182465533,chinese,22,19.714285714285715,1.3636363636363635,0,42,2018,07,24,44,0.9545454545454546
50044191,checkers,bronx,12,w fordham rd,10468.0,3472696929,hamburgers,8,7.833333333333333,2.5,0,10,2018,07,24,12,0.8333333333333334
50046815,uncle drinks,queens,3255,steinway st,11103.0,6465159688,juice smoothies fruit salads,10,13.545454545454545,1.6363636363636365,0,22,2018,07,24,22,1.0
50047145,dek sen,queens,8608,whitney ave,11373.0,7183081510,thai,24,15.38888888888889,1.5,0,40,2018,07,24,40,1.0
50053825,the new soul cafe,bronx,1039,castle hill ave,10472.0,7184095501,soul food,10,15.166666666666666,2.1538461538461537,0,22,2018,07,24,26,0.8461538461538461
50055395,nathans,brooklyn,5100,kings plz,11234.0,7187360999,hotdogs,12,16.90909090909091,1.5,0,26,2018,07,24,28,0.9285714285714286
50056429,kim fai restaurant,brooklyn,1628,utica ave,11234.0,7189510529,chinese,10,17.6,2.1,0,20,2018,07,24,20,1.0
50057976,viva feliz 365 herbalife,queens,3566,93rd st,11372.0,3478136851,juice smoothies fruit salads,10,16.0,1.8,0,18,2018,07,24,20,0.9
50062982,sakana sushi  asian bistro,brooklyn,8121,5th ave,11209.0,7188333633,japanese,22,25.263157894736842,1.1,0,38,2018,07,24,40,0.95
50073344,new lab,brooklyn,63,flushing ave,11205.0,7184333905,american,0,3.0,3.0,0,2,2018,07,24,2,1.0
50075158,poke zest,brooklyn,629,manhattan ave,11222.0,7183498999,asian,2,5.75,2.25,0,8,2018,07,24,8,1.0
50075591,bogati,brooklyn,417,92nd st,11209.0,7183335552,cafãcoffeetea,2,11.8,1.2,1,5,2018,07,24,5,1.0
50076257,99 cents hot pizza  hotdog,queens,16417,jamaica ave,11432.0,6314807330,pizza,2,5.0,1.5,0,4,2018,07,24,4,1.0
50076399,tous les jours,brooklyn,6003,8th ave,11220.0,6462398199,bakery,2,11.0,2.25,0,8,2018,07,24,8,1.0
50076463,lm hy inc,queens,13525,40th rd,11354.0,2676166976,chinese,2,5.0,1.0,0,6,2018,07,24,6,1.0
50077659,japonica,manhattan,90,university pl,10003.0,2122437752,japanese,2,10.0,3.0,0,4,2018,07,24,4,1.0
50078255,thai garden,brooklyn,2851,86th st,11223.0,6462661590,chinese,4,12.0,3.0,0,6,2018,07,24,6,1.0
50078993,la duena,bronx,1250,morrison ave,10472.0,3478371985,mexican,4,13.0,0.0,0,8,2018,07,24,8,1.0
50079265,stay gold,manhattan,360,3rd ave,10016.0,9172617441,american,2,12.0,3.0,0,6,2018,07,24,6,1.0
40365355,new corner,brooklyn,7201,8 avenue,11228.0,7188330800,italian,8,13.6,2.2,0,15,2018,07,23,15,1.0
40378827,kosher hut of brooklyn,brooklyn,709,kings highway,11223.0,7183768996,jewishkosher,22,22.404761904761905,1.0227272727272727,0,41,2018,07,23,44,0.9318181818181818
40396496,mr phils pizza,brooklyn,7212,new utrecht ave,11228.0,7182344106,pizza,8,10.333333333333334,1.75,0,12,2018,07,23,12,1.0
40403988,le cafe credit agricole,manhattan,1301,avenue of the americas,10019.0,2122617119,american,1,7.333333333333333,3.0,0,6,2018,07,23,6,1.0
40534155,odessa,manhattan,119,avenue a,10009.0,2122531470,american,14,23.666666666666668,1.173913043478261,0,22,2018,07,23,23,0.9565217391304348
40592207,picasso pizzeria,manhattan,303,south end avenue,10280.0,2123212616,pizzaitalian,4,10.0,2.3333333333333335,0,9,2018,07,23,9,1.0
40593528,blockheads,manhattan,322,west   50 street,10019.0,2123077029,mexican,3,10.636363636363637,3.0,0,11,2018,07,23,11,1.0
40612118,starbucks,manhattan,825,8 avenue,10019.0,2127652205,cafãcoffeetea,1,6.2,2.5,0,6,2018,07,23,6,1.0
40616799,afghan kebab house 1,manhattan,764,9 avenue,10019.0,2123071612,afghan,4,11.875,3.0,0,8,2018,07,23,8,1.0
40643163,shade,manhattan,241,sullivan street,10012.0,2129826275,american,3,11.625,3.0,0,8,2018,07,23,8,1.0
40911873,kmr,manhattan,575,madison ave fl 1st,10022.0,2129407099,american,6,8.75,3.0,0,8,2018,07,23,8,1.0
41099225,golden pastry shop,staten island,1,corson avenue,10301.0,7187279393,bakery,18,15.9,1.2272727272727273,0,44,2018,07,23,44,1.0
41174075,pyza restaurant,brooklyn,118,nassau avenue,11222.0,7183498829,polish,6,9.833333333333334,3.0,0,12,2018,07,23,12,1.0
41236336,pizza  pita,manhattan,344,east   34 street,10016.0,2126796161,pizza,2,8.285714285714286,3.0,0,14,2018,07,23,14,1.0
41308515,ashbox cafe,brooklyn,1154,manhattan avenue,11222.0,7183893222,sandwiches,8,10.75,3.0,0,16,2018,07,23,16,1.0
41334681,za zaborom,brooklyn,3701,mermaid avenue,11224.0,3474622166,russian,2,5.5,2.4,0,10,2018,07,23,10,1.0
41378990,applebees,brooklyn,2201,nostrand avenue,11210.0,3475053300,american,6,10.0,3.0,0,14,2018,07,23,14,1.0
41379907,jaslowiczanka polish bakery,brooklyn,163,nassau avenue,11222.0,7183890263,bakery,6,5.714285714285714,1.875,0,14,2018,07,23,16,0.875
41412075,burger one nyc,manhattan,1150,lexington avenue,10075.0,2127370095,american,28,13.695652173913043,1.25,0,46,2018,07,23,48,0.9583333333333334
41418013,bread plus,brooklyn,2841,harway avenue,11214.0,7183733700,bakery,8,10.285714285714286,2.625,0,16,2018,07,23,16,1.0
41445022,royal pizza,manhattan,592,3 avenue,10016.0,2126853619,pizza,4,5.75,3.0,0,8,2018,07,23,8,1.0
41454667,checkers,brooklyn,1611,broadway,11207.0,7184436160,american,10,12.0,3.0,0,16,2018,07,23,16,1.0
41478393,the distillery,manhattan,785,9 avenue,10019.0,2127670077,american,16,12.0,1.875,0,32,2018,07,23,32,1.0
41503007,argo tea cafe,manhattan,75,university place,10003.0,7185300520,cafãcoffeetea,8,15.0,2.0,0,18,2018,07,23,18,1.0
41539584,courtyard marriotttable 181 soho,manhattan,181,varick street,10014.0,2124148282,cafãcoffeetea,6,10.75,3.0,0,16,2018,07,23,16,1.0
41578960,bouchon bakery rockefeller,manhattan,1,rockefeller plaza,10020.0,2127823890,american,6,10.142857142857142,3.0,0,14,2018,07,23,14,1.0
41611875,valhalla,manhattan,815,9 avenue,10019.0,2127572747,american,8,9.222222222222221,2.7,0,20,2018,07,23,20,1.0
41639191,china tastes,brooklyn,627,sutter avenue,11207.0,7184858555,chinese,30,20.761904761904763,1.1818181818181819,0,42,2018,07,23,44,0.9545454545454546
41654929,sfilatino italian gourmet,manhattan,342,west   57 street,10019.0,6464769856,italian,4,8.4,3.0,0,10,2018,07,23,10,1.0
41665945,barceys coffee,brooklyn,140,st nicholas avenue,11237.0,7184848183,cafãcoffeetea,22,18.428571428571427,1.9285714285714286,0,28,2018,07,23,28,1.0
41706173,pickabagel,manhattan,251,murray street,10282.0,2127869200,american,14,13.466666666666667,2.2,0,30,2018,07,23,30,1.0
50000388,dona zita mexican food,brooklyn,1221,bowery st,11224.0,3475899396,mexican,10,10.833333333333334,1.875,0,14,2018,07,23,16,0.875
50001118,shen zhou restaurant,brooklyn,159,wilson ave,11237.0,7188211172,chinese,22,16.1,1.5,0,38,2018,07,23,40,0.95
50002264,dunkin donuts,manhattan,244,madison ave,10016.0,2126821610,cafãcoffeetea,4,8.0,3.0,0,8,2018,07,23,8,1.0
50003211,olma caviar,manhattan,1,w 58th st,10019.0,2123718525,seafood,4,8.833333333333334,3.0,0,12,2018,07,23,12,1.0
50005960,sunsweet fresh market,manhattan,838,6th ave,10001.0,2125328383,american,10,11.083333333333334,2.25,0,24,2018,07,23,24,1.0
50006102,pino wine bar,manhattan,156,e 33rd st,10016.0,6463036060,american,18,12.733333333333333,1.7333333333333334,0,30,2018,07,23,30,1.0
50006106,epice cafe,manhattan,297,7th ave,10001.0,2122434673,american,12,10.25,2.625,0,16,2018,07,23,16,1.0
50009332,sprinkles cupcakes,manhattan,200,vesey st,10281.0,2126039321,bakery,6,7.666666666666667,2.25,0,16,2018,07,23,16,1.0
50010514,u cafe,brooklyn,706,avenue u,11223.0,3475495106,cafãcoffeetea,16,12.384615384615385,1.875,0,32,2018,07,23,32,1.0
50015705,new china xing,brooklyn,4419,new utrecht ave,11219.0,7186862677,chinese,10,12.363636363636363,1.25,0,24,2018,07,23,24,1.0
50015973,seamorhen restaurant,queens,19007,109th rd,11412.0,7182178100,seafood,18,9.166666666666666,1.631578947368421,0,36,2018,07,23,38,0.9473684210526315
50019239,nomado 33,manhattan,165,e 33rd st,10016.0,2128892833,japanese,52,28.97142857142857,1.0,0,68,2018,07,23,70,0.9714285714285714
50032597,m  r pizza,bronx,7,e 208th st,10467.0,7186530008,pizza,16,11.5,1.5,0,24,2018,07,23,24,1.0
50032621,jamesons bar and restaurant,manhattan,975,2nd ave,10022.0,2125880146,american,8,11.333333333333334,2.7,0,20,2018,07,23,20,1.0
50033791,bensons nyc,manhattan,181,essex st,10002.0,6467915765,american,6,11.0,3.0,0,18,2018,07,23,18,1.0
50035437,ulivo,manhattan,4,w 28th st,10001.0,2126848000,italian,2,5.666666666666667,3.0,0,12,2018,07,23,12,1.0
50038410,adventure cafe,manhattan,85,delancey st,10002.0,6468472367,cafãcoffeetea,24,18.19047619047619,1.173913043478261,0,46,2018,07,23,46,1.0
50039187,tea and burger,brooklyn,7202,new utrecht ave,11228.0,7183310833,american,12,11.76923076923077,1.8461538461538463,0,24,2018,07,23,26,0.9230769230769231
50039833,dylans candy bar,manhattan,33,union sq w,10003.0,6464192000,cafãcoffeetea,16,18.454545454545453,1.5,0,24,2018,07,23,24,1.0
50047583,thread lobby bar,manhattan,218,w 35th st,10001.0,6468502850,american,6,7.0,2.4,0,10,2018,07,23,10,1.0
50058307,ocd cafe,manhattan,1196,avenue of the americas,10036.0,2125752806,cafãcoffeetea,12,16.5,1.875,0,16,2018,07,23,16,1.0
50059679,filicori,manhattan,42,e 46th st,10017.0,4437144946,cafãcoffeetea,6,21.5,1.2222222222222223,1,9,2018,07,23,9,1.0
50070079,bluestone lane,manhattan,435,w 31st st,10001.0,2125643504,australian,4,11.625,1.3333333333333333,0,18,2018,07,23,18,1.0
50072390,falafapita,brooklyn,3103,avenue u,11229.0,3477785262,jewishkosher,4,11.6,1.8,0,10,2018,07,23,10,1.0
50073371,el maco restaurant,bronx,1481,jerome ave,10452.0,9292599836,latin cuban dominican puerto rican south  central american,4,12.0,3.0,0,4,2018,07,23,4,1.0
50073454,the sound bite,manhattan,737,9th ave,10019.0,9174095868,american,8,28.0,0.0,0,10,2018,07,23,10,1.0
50074275,nordstrom coffee barclubhouse,manhattan,235,w 57th st,10019.0,2128435100,cafãcoffeetea,0,2.0,3.0,0,2,2018,07,23,2,1.0
50075666,no 1 chinese restaurant,bronx,3706,third ave,10456.0,7186810559,chinese,2,11.0,3.0,0,4,2018,07,23,4,1.0
50079132,little frankies pizzeria,queens,20501b,linden blvd,11412.0,9292065255,pizza,2,10.0,3.0,0,6,2018,07,23,6,1.0
50061507,bickles 2 go,bronx,647,courtlandt ave,10451.0,3479634184,caribbean,12,15.0,0.8181818181818182,0,20,2018,07,22,22,0.9090909090909091
40752294,dallas bbq,manhattan,3956,broadway,10032.0,2125683700,barbecue,8,13.0,1.6363636363636365,0,22,2018,07,21,22,1.0
41417541,tropical fantasy bar and lounge,queens,9206,173 street,11433.0,7186588200,caribbean,26,18.642857142857142,0.8181818181818182,0,64,2018,07,21,66,0.9696969696969697
41456541,buddys kosher deli,queens,21501,73 avenue,11364.0,7186312110,jewishkosher,8,10.0,3.0,0,10,2018,07,21,10,1.0
41495114,the narrows,brooklyn,1037,flushing avenue,11237.0,9176588941,american,10,11.0,1.75,0,24,2018,07,21,24,1.0
41527529,the shanti shack,brooklyn,85,north    3 street,11249.0,9179693778,juice smoothies fruit salads,6,10.181818181818182,1.6363636363636365,0,20,2018,07,21,22,0.9090909090909091
50003556,eastern restaurant,brooklyn,1877,rockaway pkwy,11236.0,7182090649,chinese,20,18.5625,1.4375,0,32,2018,07,21,32,1.0
50033989,jen restaurant,queens,17823,jamaica ave,11432.0,3476243760,spanish,10,18.941176470588236,1.1,1,18,2018,07,21,20,0.9
50040235,bk jani,brooklyn,276,knickerbocker ave,11237.0,9173462353,pakistani,18,16.136363636363637,1.0434782608695652,0,46,2018,07,21,46,1.0
50044350,tacos tortas quesadillas guerrero,queens,9423,37th ave,11372.0,7188995879,mexican,19,23.32,0.7692307692307693,1,26,2018,07,21,26,1.0
50046762,passage,queens,4011,30th ave,11103.0,9178326680,irish,6,8.6,3.0,0,10,2018,07,21,10,1.0
50072673,lems fishnet,brooklyn,345,e 98th st,11212.0,7182856778,seafood,0,6.0,2.25,0,8,2018,07,21,8,1.0
40424337,bagel works,manhattan,1229,first avenue,10065.0,2127446444,bagelspretzels,13,18.6,0.9310344827586207,0,28,2018,07,20,29,0.9655172413793104
40999668,dunkin donutsbaskin robbins,manhattan,269,8 avenue,10011.0,6463968390,donuts,14,21.0,2.0,0,24,2018,07,20,24,1.0
41262792,popeyes louisiana kitchen,manhattan,601,west  172 street,10032.0,2127811570,chicken,14,13.461538461538462,1.4,0,30,2018,07,20,30,1.0
41308044,relish concessions  event catering wollman rink,manhattan,0,inside central park,10000.0,2127726536,american,18,16.38888888888889,1.5,0,36,2018,07,20,36,1.0
41313420,dunkin donuts,manhattan,601,2 avenue,10016.0,2126833793,donuts,14,20.272727272727273,1.5714285714285714,0,28,2018,07,20,28,1.0
41428817,maialino,manhattan,2,lexington avenue,10010.0,2127772410,italian,2,8.0,3.0,0,14,2018,07,20,14,1.0
41468132,collage bistro  bar,manhattan,342,west   40 street,10018.0,2127066210,american,22,20.5,1.45,0,40,2018,07,20,40,1.0
41478428,bard basement faculty kitchen,manhattan,50,haven avenue,10032.0,6464262582,american,6,11.857142857142858,2.625,0,16,2018,07,20,16,1.0
41640824,ricuras ecuadorian bakery,bronx,1576,watson avenue,10472.0,7184508363,spanish,26,15.736842105263158,1.5,0,40,2018,07,20,40,1.0
50003770,fuleen seafood restaurant,manhattan,11,division st,10002.0,2129416888,chinese,46,22.21951219512195,0.8292682926829268,0,76,2018,07,20,82,0.926829268292683
50018445,credit suisse executive,manhattan,11,madison ave,10010.0,2123256950,american,4,5.75,3.0,0,8,2018,07,20,8,1.0
50036199,nomo soho,manhattan,9,crosby st,10013.0,6462186400,american,18,17.41176470588235,1.263157894736842,0,34,2018,07,20,38,0.8947368421052632
50039041,popeyes louisiana kitchen,bronx,2174,white plains rd,10462.0,3478513001,chicken,12,22.0,1.8,0,20,2018,07,20,20,1.0
50046719,citi hospitality,manhattan,388,greenwich st,10013.0,__________,american,4,6.8,3.0,0,10,2018,07,20,10,1.0
50053878,tous les jours,brooklyn,2017,86th st,11214.0,7188725450,bakery,12,11.7,1.5,0,24,2018,07,20,24,1.0
50070450,lin kee hong chinese restaurant,bronx,552,commonwealth ave,10473.0,7185422565,chinese,8,20.75,1.5,0,8,2018,07,20,8,1.0
50078290,lydig coffee shop,bronx,721,lydig ave,10462.0,7188294517,american,2,11.0,2.25,0,8,2018,07,20,8,1.0
40365075,mcsorleys old ale house,manhattan,15,east    7 street,10003.0,2122542570,irish,7,17.4375,1.1666666666666667,0,16,2018,07,19,18,0.8888888888888888
40366961,mitchells restaurant,brooklyn,617a,vanderbilt avenue,11238.0,7187893212,soul food,11,20.77777777777778,1.3157894736842106,0,18,2018,07,19,19,0.9473684210526315
40370939,manducatis,queens,1327,jackson avenue,11101.0,7187294602,italian,9,12.928571428571429,1.7142857142857142,0,14,2018,07,19,14,1.0
40374415,omen japanese cuisine,manhattan,113,thompson street,10012.0,2129258923,japanese,14,23.956521739130434,0.782608695652174,0,23,2018,07,19,23,1.0
40398700,famous pizza,queens,7512,37 avenue,11372.0,7182055000,pizza,6,12.466666666666667,2.0625,0,16,2018,07,19,16,1.0
